姓名,关系,条目人数,性别,年龄,出生地,学历,毕业院校,公司名称,公司总部地,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
张一鸣,未知,1,先生,41,中国-福建-龙岩,本科,南开,字节跳动,北京,社交媒体,1,4,3500,43%
钟睒睒,未知,1,先生,70,中国-浙江-绍兴,,,养生堂,浙江杭州,饮料、医疗保健,2,-1,3400,-24%
马化腾,未知,1,先生,53,中国-海南,本科,深圳大学,腾讯,广东深圳,互联网服务,3,-1,3150,13%
黄峥,未知,1,先生,44,中国-浙江-杭州,硕士,浙大、威斯康星大学,拼多多,上海长宁,购物网站,4,-1,2450,-9%
何享健,家族,1,先生,82,中国-广东-佛山,,,美的,广东佛山,家电制造,5,3,2350,18%
曾毓群,未知,1,先生,56,中国-福建-宁德,博士,上交大、中科院,宁德时代,福建宁德,锂电池,6,-2,2000,-20%
丁磊,未知,1,先生,53,中国-浙江-宁波,本科,电子科技,网易,浙江杭州,互联网技术,6,0,2000,-17%
李嘉诚,父子,2,先生,96,中国-香港,,,长江实业,香港,投资,6,1,2000,-5%
李泽钜,父子,2,先生,60,中国-广东-潮州,,,长江实业,香港,投资,6,1,2000,-5%
李兆基,家族,1,先生,96,中国-广东-佛山,,,恒基兆业,香港,房地产,9,2,1750,9%
马云,家族,1,先生,60,中国-浙江-杭州,本科,杭州师范学院,阿里系,浙江杭州,电子商务、金融科技,10,0,1650,-3%
李书福,家族,1,先生,61,中国-浙江-台州,博士,哈工大、燕山、哈工大,吉利,浙江杭州,汽车制造,11,-2,1450,-17%
严昊,未知,1,先生,38,中国-江苏-淮安,本科,南京师范大学,太平洋建设,新疆乌鲁木齐,基础建设,11,1,1450,-3%
张刚,家族,1,先生,43,中国-山东-聊城,硕士,西北工业、澳大利亚中央昆士兰大学,信发铝电,山东聊城,电解铝、氧化铝,11,5,1450,7%
李蔡美灵,家族,1,先生,未知,中国-香港,,,李锦记,香港,调味品,14,0,1400,0%
吕向阳,夫妇,2,先生,61,中国-安徽-芜湖,,,融捷,广东广州,投资,14,0,1400,0%
张长虹,夫妇,2,女士,63,,,,融捷,广东广州,投资,14,0,1400,0%
秦英林,夫妇,2,先生,59,中国-河南-南阳,本科,河南农业大学,牧原,河南南阳,畜牧,16,-3,1350,-7%
钱瑛,夫妇,2,女士,58,,,,牧原,河南南阳,畜牧,16,-3,1350,-7%
王传福,未知,1,先生,58,中国-安徽-芜湖,本科,中南,比亚迪,广东深圳,汽车、充电电池,16,0,1350,0%
赵长鹏,未知,1,先生,47,中国-江苏-连云港,本科,麦吉尔大学,币安,美国,虚拟货币交易所,16,81,1350,200%
雷军,未知,1,先生,55,中国-湖北-仙桃,本科,武大,小米,北京,智能硬件与技术、投资,19,15,1300,38%
陈建华,夫妇,2,先生,53,中国-江苏-苏州,硕士,南京师范,恒力,江苏苏州,化纤、石化、房地产,20,0,1250,0%
范红卫,夫妇,2,女士,57,,,,恒力,江苏苏州,化纤、石化、房地产,20,0,1250,0%
张志东,未知,1,先生,52,中国-广东-东莞,硕士,深圳、华南理工,腾讯,广东深圳,互联网服务,20,6,1250,14%
刘永行,父子,2,先生,76,中国-四川-成都,博士,西华、恒生国际、美国波士顿,东方希望,上海浦东,氧化铝、重化工、饲料,22,-4,1200,-8%
刘相宇,父子,2,先生,49,,,,东方希望,上海浦东,氧化铝、重化工、饲料,22,-4,1200,-8%
王卫,未知,1,先生,54,中国-上海,,,顺丰,广东深圳,快递,23,-3,1100,-12%
魏建军,夫妇,2,先生,60,中国-河北-保定,,,长城,河北保定,汽车制造,23,1,1100,-8%
韩雪娟,夫妇,2,女士,58,,,,长城,河北保定,汽车制造,23,1,1100,-8%
郑淑良,家族,1,先生,78,中国-山东,,,魏桥创业,山东滨州,铝业、纺织,23,15,1100,31%
李西廷,未知,1,先生,73,中国-安徽-宿州,本科,中科大,迈瑞,广东深圳,医疗器械,26,1,1000,0%
党彦宝,未知,1,先生,51,,本科,宁夏,宝丰,宁夏银川,煤化工,27,4,950,0%
徐航,未知,1,先生,62,中国-广东-广州,本科,清华,迈瑞、鹏瑞,广东深圳,医疗器械、房地产,27,0,950,-5%
郑家纯,家族,1,先生,76,中国-香港,,,周大福,香港,珠宝,27,-9,950,-27%
郭台铭,未知,1,先生,74,中国-台湾-新北,,,鸿海,台湾台北,电子制造,30,36,930,55%
吴光正,家族,1,先生,78,中国-上海,,,会德丰,香港,房地产,30,-3,930,-7%
刘銮雄,家族,1,先生,73,中国-香港,,,华人置业,香港,房地产,32,3,910,-1%
黄世霖,未知,1,先生,57,中国-福建-宁德,本科,合肥工业大学,宁德时代,福建宁德,锂电池,33,-8,890,-23%
王兴,未知,1,先生,45,中国-福建-龙岩,本科,清华,美团,北京,生活服务,34,-14,885,-29%
庞康,未知,1,先生,68,中国-广东-佛山,本科,,海天味业,广东佛山,调味品,35,5,870,9%
杜纪川,未知,1,先生,83,中国-重庆,,,金士顿科技,美国洛杉矶,半导体,36,4,850,6%
孙大卫,未知,1,先生,73,中国-台湾-台北,,,金士顿科技,美国洛杉矶,半导体,36,4,850,6%
林立,未知,1,先生,61,中国-广东-河源,硕士,湖北工,立业,广东深圳,投资,38,-2,810,-10%
宗馥莉,未知,1,女士,未知,,,,娃哈哈,浙江杭州,饮料,38,-7,810,-15%
吕志和,家族,1,先生,95,中国-香港,,,银河,香港,博彩,40,-20,800,-36%
严彬,未知,1,先生,70,中国-河南-新乡,,,华彬,北京,饮料、地产,40,-13,800,-20%
钟慧娟,未知,1,女士,63,,,,翰森,江苏连云港,医药,42,69,770,83%
李泽楷,未知,1,先生,58,中国-香港,,,电讯盈科,香港,电信,43,1,750,-3%
蔡浩宇,未知,1,先生,37,中国-山东-济南,,,米哈游,上海,游戏,44,11,730,9%
张聪渊,家族,1,先生,76,中国-台湾-桃园,,,华利实业,广东中山,鞋业,45,26,720,24%
刘汉元,夫妇,2,先生,60,中国-四川-眉山,,北大光华管理学院,通威,四川成都,新能源、农业,46,-15,700,-26%
管亚梅,夫妇,2,女士,未知,,,,通威,四川成都,新能源、农业,46,-15,700,-26%
林百里,家族,1,先生,75,中国-上海,,,广达电脑,台湾桃园,消费电子产品,47,12,695,10%
刘永好,家族,1,先生,73,中国-四川-成都,,四川工程职业技术学院,新希望,四川成都,农业、化工、金融,48,-11,690,-20%
蔡崇信,未知,1,先生,60,中国-台湾,,,阿里系,浙江杭州,电子商务、金融科技,49,37,680,42%
陈东升,家族,1,先生,67,中国-湖北-荆门,博士,武大、武大,泰康,北京,保险,50,0,670,-4%
项光达,未知,1,先生,66,中国-浙江-温州,,,青山控股,浙江温州,钢铁,50,94,670,97%
于泳,未知,1,先生,未知,,,,鸿商产业,上海浦东,钼矿,50,9,670,6%
张国华,家族,1,先生,69,中国-台湾-台北,,,长荣集团,台湾台北,物流、钢铁,50,35,670,38%
邝肖卿,未知,1,女士,95,中国-香港,,,新鸿基,香港,房地产,54,-8,665,-8%
孙飘扬,未知,1,先生,66,中国-江苏-镇江,硕士,中国药科、南大,恒瑞,江苏连云港,医药,55,9,650,7%
周群飞,夫妇,2,女士,54,中国-湖南-湘潭,,,蓝思科技,湖南长沙,电子器件制造,56,36,635,40%
郑俊龙,夫妇,2,先生,52,,,,蓝思科技,湖南长沙,电子器件制造,56,36,635,40%
王来胜,父女,2,先生,60,中国-广东-汕头,,,立讯精密,广东深圳,消费电子,57,19,630,17%
王雅媛,父女,2,女士,32,中国-广东-河源,,,立讯精密,广东深圳,消费电子,57,19,630,17%
徐浩宇,家族,1,先生,52,中国-江苏-泰州,,,扬子江药业,江苏泰州,医药,57,9,630,5%
王来春,未知,1,女士,57,中国-广东-汕头,,清华大学深圳研究生院,立讯精密,广东深圳,消费电子,59,18,620,17%
朱保国,家族,1,先生,62,中国-河南-新乡,硕士,河南师范、中央党校,健康元,广东深圳,医药,59,-1,620,-3%
龚虹嘉,夫妇,2,先生,59,,本科,华中科技,海康威视,浙江杭州,视频监控产品,61,-14,615,-13%
陈春梅,夫妇,2,女士,59,,,,海康威视,浙江杭州,视频监控产品,61,-14,615,-13%
岑均达,未知,1,先生,未知,,,,恒瑞、翰森,江苏连云港,医药,62,17,610,22%
梁稳根,父子,2,先生,68,中国-湖南-娄底,本科,中南,三一,北京,重型机械,63,-16,600,-15%
梁在中,父子,2,未知,未知,中国-河南-周口,本科,中南大学英国华威大学,三一,北京,重型机械,63,-16,600,-15%
王玉锁,夫妇,2,先生,60,中国-河北-廊坊,硕士,人大、天津财经,新奥,河北廊坊,天然气、能源化工,63,12,600,9%
赵宝菊,夫妇,2,女士,59,,本科,首都师范,新奥,河北廊坊,天然气、能源化工,63,12,600,9%
陈天桥,夫妇,2,先生,51,中国-浙江-绍兴,本科,复旦,盛大,上海浦东,投资,65,12,590,11%
雒芊芊,夫妇,2,女士,未知,,本科,中国金融,盛大,上海浦东,投资,65,12,590,11%
汪俊林,未知,1,先生,62,中国-四川-眉山,本科,泸州医,郎酒,四川成都,白酒,65,-18,590,-17%
杜双华,未知,1,先生,59,中国-河北-衡水,,,日照钢铁,山东日照,钢铁,67,6,575,1%
陈丽华,未知,1,女士,83,中国-北京,博士,美国佐治亚州萨凡那艺术设计学院荣誉博士,富华,北京,房地产、紫檀博物馆,68,3,550,-5%
李水荣,未知,1,先生,68,中国-浙江,,,荣盛控股,浙江杭州,化纤,68,-15,550,-19%
张勇,夫妇,2,先生,53,中国-四川-成都,,,海底捞,北京,餐饮,70,-25,540,-28%
舒萍,夫妇,2,女士,54,,,,海底捞,北京,餐饮,70,-25,540,-28%
李彦宏,夫妇,2,先生,56,中国-山西-阳泉,硕士,北大、布法罗纽约州立,百度,北京,网络信息服务,71,-32,525,-36%
马东敏,夫妇,2,女士,54,中国-安徽-合肥,博士,中科大少年班、新泽西州立,百度,北京,网络信息服务,71,-32,525,-36%
曹仁贤,夫妇,2,先生,56,中国-浙江-杭州,硕士,,阳光电源,安徽合肥,光伏设备,72,14,520,8%
苏蕾,夫妇,2,女士,未知,中国-浙江-杭州,,,阳光电源,安徽合肥,光伏设备,72,14,520,8%
刘强东,夫妇,2,先生,50,中国-江苏-宿迁,本科,人大,京东,北京,电子商务、金融,72,-6,520,-13%
章泽天,夫妇,2,女士,31,中国-江苏-南京,本科,清华大学,京东,北京,电子商务、金融,72,-6,520,-13%
林木勤,父子,2,先生,60,中国-广东-深圳,,,东鹏饮料,广东深圳,食品饮料,74,34,510,17%
林煜鹏,父子,2,先生,未知,,,,东鹏饮料,广东深圳,食品饮料,74,34,510,17%
朱义,未知,1,先生,61,,,,百利天恒,四川成都,医药,74,114,510,89%
汪立平,家族,1,先生,58,中国-江苏-无锡,,,恒立液压,江苏常州,高压油缸,76,-12,500,-18%
许仰天,未知,1,先生,40,山东-淄博,,青岛科技大学-本科,希音,广东广州,电商,76,3,500,0%
严昕,未知,1,女士,41,中国-江苏-淮安,,,苏商,上海,基础设施建设,76,13,500,6%
林斌,未知,1,先生,56,,硕士,中山大学、Drexel Universit,小米,北京,智能硬件与技术,79,61,490,42%
罗立国,家族,1,先生,68,中国-浙江-宁波,,,合盛,浙江宁波,硅材料,79,-13,490,-18%
吴亚军,家族,1,女士,60,中国-重庆,本科,西北工业,龙湖,北京,房地产,79,-22,490,-26%
裴振华,夫妇,2,先生,未知,,,,天华超净,江苏苏州,超净产品,82,-19,480,-23%
容建芬,夫妇,2,女士,未知,,,,天华超净,江苏苏州,超净产品,82,-19,480,-23%
许世辉,家族,1,先生,67,中国-福建-泉州,,,达利食品,福建泉州,食品,82,9,480,4%
蔡明兴,家族,1,先生,67,中国-台湾,,,富邦,台湾台北,金融服务,84,56,460,33%
陈邦,未知,1,先生,59,中国-湖南-长沙,硕士,,爱尔眼科,湖南长沙,医疗服务,84,-44,460,-43%
黄楚龙,家族,1,先生,65,中国-广东-揭阳,,,星河,广东深圳,房地产、投资,86,-2,450,-8%
李华,未知,1,先生,58,中国-四川,本科,华南理工,卓越,广东深圳,房地产,86,-31,450,-33%
蔡明忠,家族,1,先生,68,中国-台湾,,,富邦,台湾台北,金融服务,88,67,440,38%
谢青,未知,1,先生,未知,中国-北京,硕士,斯坦福大学,飞塔,美国旧金山,网路安全,88,42,440,24%
李天颖,家族,1,先生,未知,中国-香港,,,新鸿基,香港,房地产,90,2,435,-4%
米高·嘉道理,家族,1,先生,83,中国-香港,,,中电,香港,能源,90,23,435,6%
陈贤哲,家族,1,先生,71,中国-台湾,,,北极星,台湾台北,投资,92,5,430,-4%
张虔生,家族,1,先生,80,中国-台湾,,,日月光,台湾高雄,工业品、房地产,92,38,430,21%
虞仁荣,未知,1,先生,58,,本科,清华,韦尔股份,上海浦东,半导体,94,8,425,-4%
蔡宏图,家族,1,先生,72,中国-台湾,,,霖园,台湾台北,金融服务,95,55,420,29%
杨惠妍,家族,1,女士,43,中国-广东-佛山,本科,俄亥俄州立,碧桂园,广东佛山,投资、房地产、教育,95,-9,420,-13%
沈国军,家族,1,先生,62,中国-浙江-宁波,硕士,中南财经,银泰,北京,零售、房地产、物流,97,-38,415,-34%
宋建波,家族,1,先生,54,中国-山东-烟台,,,南山,山东烟台,铝业、纺织、房地产,97,26,415,11%
霍斯特·帕德威尔,家族,1,先生,79,中国-香港,,,创科实业,香港,消费品,99,66,410,34%
鲁伟鼎,家族,1,先生,53,中国-浙江-杭州,,,万向,浙江杭州,汽车制造业、房地产、农业,99,6,410,-7%
其实,家族,1,先生,54,中国-上海,博士,上交大、复旦,东方财富,上海徐汇,信息服务,99,-33,410,-32%
阮立平,未知,1,先生,60,,,,公牛,浙江宁波,插座,99,6,410,-7%
方威,未知,1,先生,51,中国-辽宁-沈阳,,,方大,北京,碳素、钢铁、煤焦,103,-44,405,-36%
蒋仁生,家族,1,先生,71,中国-广西-桂林,,桂林医学院,智飞生物,重庆,疫苗,103,-50,405,-40%
阮学平,未知,1,先生,52,,,,公牛,浙江宁波,插座,103,2,405,-8%
朱孟依,家族,1,先生,65,中国-广东-梅州,,,合生创展,广东广州,房地产、投资,103,-11,405,-11%
蔡衍明,家族,1,先生,67,中国-台湾-台北,,,旺旺,台湾台北,食品和饮料,107,2,400,-7%
丁世忠,未知,1,先生,54,中国-福建-泉州,,,安踏,福建厦门,体育用品,107,-5,400,-10%
赖海民,未知,1,先生,58,中国-广东-揭阳,,,鸿荣源,广东深圳,房地产,107,-28,400,-20%
刘伟,未知,1,先生,37,,,,米哈游,上海,游戏,107,19,400,8%
苏海文,家族,1,先生,83,奥地利,,,BW,香港,物流,107,11,400,4%
王旭宁,未知,1,先生,55,中国-北京,硕士,北交大、中欧,JS环球生活,香港,小家电,112,201,395,126%
谢华,未知,1,先生,未知,中国-北京,硕士,曼尼托巴大学,飞塔,美国旧金山,网路安全,113,46,390,24%
蔡政达,家族,1,先生,未知,中国-台湾,,,霖园,台湾台北,金融服务,114,53,385,28%
李平,未知,1,先生,56,,本科,复旦,宁德时代,福建宁德,锂电池,114,-35,385,-23%
曾芳勤,未知,1,女士,59,,,,领益智造,广东江门,消费电子精密件,116,68,380,38%
丁世家,未知,1,先生,60,中国-福建-泉州,,,安踏,福建厦门,体育用品,116,-6,380,-11%
罗宇皓,未知,1,先生,37,,,,米哈游,上海,游戏,116,21,380,9%
沈彬,未知,1,未知,未知,中国-浙江-杭州,本科,中国地址大学,沙钢,江苏苏州,钢铁,116,2,380,-1%
李小冬,未知,1,先生,46,,,,冬海集团,新加坡,网络游戏、电商,120,154,375,92%
谢炳,家族,1,先生,72,中国-广东-汕头,,,中生制药,北京,医药,120,10,375,6%
高德康,家族,1,先生,72,中国-江苏-苏州,,,波司登,江苏苏州,服装,122,40,370,19%
马建荣,家族,1,先生,59,中国-浙江,,,申洲针织,浙江宁波,纺织、服装,122,-20,370,-17%
修涞贵,夫妇,2,先生,69,中国-吉林,本科,吉大,修正药业,吉林长春,医药,122,8,370,4%
李艳华,夫妇,2,女士,66,,,,修正药业,吉林长春,医药,122,8,370,4%
邬建树,未知,1,先生,60,中国-浙江-宁波,,,拓普,浙江宁波,汽车零部件制造,125,-51,360,-36%
陈发树,未知,1,先生,63,中国-福建-泉州,,,新华都,福建福州,医药、零售、投资,126,-4,355,-7%
黄如论,家族,2,先生,73,中国-福建-福州,,,世纪金源,北京,房地产,126,4,355,0%
黄涛,家族,2,先生,48,中国-福建-福州,,,世纪金源,北京,房地产,126,4,355,0%
赖梅松,未知,1,先生,54,,,,中通,上海青浦,物流,128,-10,350,-9%
汪滔,未知,1,先生,44,中国-浙江-杭州,本科,香港科技,大疆,广东深圳,无人机,128,-49,350,-30%
张和君,未知,1,先生,72,,,,德业股份,浙江宁波,电器零部件制造,128,77,350,40%
朱艳,家族,1,先生,53,中国-陕西-渭南,,,贝壳,北京,房地产服务,131,-3,340,-7%
陈志列,夫妇,2,先生,61,中国-江苏-无锡,硕士,西北工业,研祥,广东深圳,特种计算机,132,30,335,8%
王蓉,夫妇,2,女士,未知,,,,研祥,广东深圳,特种计算机,132,30,335,8%
李想,未知,1,先生,43,,,,理想汽车,北京,新能源汽车,132,-82,335,-52%
张忠谋,未知,1,先生,93,中国-浙江-宁波,,,台积电,台湾新竹,半导体,132,142,335,72%
刘金成,夫妇,2,先生,60,中国-湖北-武汉,硕士,武大,亿纬锂能,广东惠州,锂电池,135,-43,330,-27%
骆锦红,夫妇,2,女士,57,中国-广东-惠州,,,亿纬锂能,广东惠州,锂电池,135,-43,330,-27%
张志祥,未知,1,先生,57,中国-浙江-宁波,本科,浙江工业,建龙,北京,钢铁、矿业、船运,135,11,330,-1%
李革,未知,1,先生,57,中国-北京,,美国哥伦比亚大学,药明康德,上海浦东,医药,137,-40,325,-28%
林张素娥,家族,1,先生,未知,,,,联邦,台湾台北,房地产、金融,137,22,325,3%
史玉柱,父女,2,先生,62,中国-安徽-蚌阜,本科,浙大,巨人,上海松江,金融、在线游戏、投资,137,-7,325,-8%
史静,父女,2,女士,未知,,,,巨人,上海松江,金融、在线游戏、投资,137,-7,325,-8%
陈天石,未知,1,先生,39,,,,寒武纪,北京,人工智能芯片,140,150,320,73%
何小鹏,未知,1,先生,47,中国-湖北-黄石,本科,华南理工,小鹏汽车,广东广州,新能源汽车,140,-43,320,-29%
胡凯军,未知,1,先生,62,,,,远大,北京,医药,140,-14,320,-14%
陈金霞,未知,1,女士,56,中国-上海,硕士,上财、人大,涌金投资,上海浦东,医药、投资,143,12,315,-2%
何超琼,未知,1,女士,62,中国-香港,,,信德、美高梅中国,香港,博彩,144,21,310,2%
郭炳联,家族,1,先生,72,中国-香港,,,新鸿基,香港,房地产,145,5,305,-6%
郭基辉,家族,1,先生,41,中国-香港,,,新鸿基,香港,房地产,145,5,305,-6%
施永宏,夫妇,2,先生,54,中国-四川-成都,,,海底捞,北京,餐饮,145,-30,305,-22%
李海燕,夫妇,2,女士,未知,,,,海底捞,北京,餐饮,145,-30,305,-22%
程雪,未知,1,女士,54,中国-江苏-盐城,本科,,海天味业,广东佛山,调味品,148,36,300,9%
董建成,家族,1,先生,81,中国-上海,,,东方海外,香港,运输,148,19,300,0%
林建华,夫妇,2,先生,62,中国-福建,本科,,福斯特,浙江杭州,光伏材料,148,-34,300,-25%
张虹,夫妇,2,女士,64,,,,福斯特,浙江杭州,光伏材料,148,-34,300,-25%
刘益谦,家族,1,先生,61,中国-上海,,,新理益,上海浦东,投资,148,-25,300,-20%
沈南鹏,未知,1,先生,57,中国-浙江-嘉兴,硕士,上交大、耶鲁,红杉,北京,投资,148,40,300,11%
杨建文,家族,1,先生,71,中国-香港,,,伯恩光学,香港,工业产品,148,51,300,15%
易峥,未知,1,先生,54,中国-北京,本科,浙大,同花顺,浙江杭州,软件,148,0,300,-9%
陈凯旋,家族,1,先生,66,中国-广东-揭阳,,中山大学,立白,广东广州,日化用品,155,0,295,-8%
辜仲立,家族,1,先生,57,中国-台湾-台北,,,中信金控,台湾台北,金融服务,155,33,295,9%
蔡奎,家族,1,先生,63,中国-四川-资阳,本科,南航,龙湖,北京,房地产,157,-42,290,-26%
蔡志明,未知,1,先生,79,中国-广东-揭阳,,,旭日国际,香港,玩具,157,22,290,4%
米恩华,家族,1,先生,66,中国-山东-泰安,,,华凌工贸,新疆乌鲁木齐,地产、畜牧,157,17,290,2%
王健林,家族,1,先生,70,中国-四川-绵阳,本科,辽大,万达,北京,房地产、文化,157,-68,290,-38%
吴向东,未知,1,先生,54,中国-湖南-株洲,,,华泽,北京,酒业、投资,157,-17,290,-16%
杨绍鹏,未知,1,先生,68,中国-山东-青岛,,,海丰,香港,航运,157,57,290,21%
尤小平,家族,1,先生,66,中国-浙江-温州,,,华峰,浙江温州,化工、铝业、投资,157,17,290,2%
蔡明介,家族,1,先生,74,中国-台湾,,,联发科技,台湾新竹,半导体,164,116,285,50%
陈华,家族,1,先生,58,中国-广东-湛江,,,京基,广东深圳,房地产、投资,164,-27,285,-19%
郭广昌,未知,1,先生,57,中国-浙江-金华,硕士,复旦、复旦,复星,上海黄浦,投资,164,-20,285,-16%
赵涛,家族,1,先生,58,中国-陕西-西安,硕士,西安医科、美国福坦莫大学,步长,北京,医药,164,6,285,-3%
钭正刚,家族,1,先生,71,中国-浙江,,,锦江,浙江杭州,能源、化工,168,37,280,12%
李华,未知,1,先生,46,,本科,,富途,香港,金融服务,168,20,280,4%
孙广信,未知,1,先生,62,中国-新疆-乌鲁木齐,硕士,西安陆军、社科院,广汇,新疆乌鲁木齐,汽车销售、能源、房地产,168,-9,280,-11%
徐旭东,未知,1,先生,83,中国-上海,,,远东,台湾新北,金融服务,168,85,280,33%
王宁,家族,1,先生,37,中国-河南-新乡,,,泡泡玛特,北京,玩具,172,186,275,72%
李贤义,家族,1,先生,72,中国-福建-泉州,,,信义,香港,玻璃,173,-44,270,-25%
涂辉龙,未知,1,先生,65,中国-广东-汕尾,硕士,武汉江汉石油,海雅,广东深圳,商业、金融、地产,173,15,270,0%
朱鼎健,家族,1,先生,50,中国-香港,本科,加拿大西安大略大学,观澜湖,广东深圳,房地产,173,15,270,0%
梁庆德,家族,1,先生,87,中国-广东-佛山,,,格兰仕,广东佛山,家电,176,-14,265,-15%
夏佐全,未知,1,先生,61,中国-湖北-襄阳,本科,北京科技,比亚迪,广东深圳,汽车、充电电池,176,-2,265,-7%
叶澄海,夫妇,2,先生,81,中国-广东-梅州,硕士,人大、中国党校,信立泰,广东深圳,医药,176,29,265,6%
廖清清,夫妇,2,女士,75,,,,信立泰,广东深圳,医药,176,29,265,6%
江南春,未知,1,先生,51,中国-上海,本科,华东师大,分众传媒,上海长宁,数字新媒体、投资,179,-24,260,-19%
李振国,夫妇,2,先生,56,中国-河南-许昌,硕士,,隆基,陕西西安,硅材料,179,-67,260,-37%
李喜燕,夫妇,2,女士,56,,,,隆基,陕西西安,硅材料,179,-67,260,-37%
林陈海,家族,1,先生,未知,中国-台湾-台北,,,宝佳,台湾新北,房地产,179,64,260,21%
林鸿南,家族,1,先生,57,中国-台湾,,,宏泰,台湾台北,投资,179,33,260,6%
刘克振,家族,1,先生,70,中国-台湾,,,研华,台湾台北,电脑产品,179,35,260,8%
张磊,未知,1,先生,52,中国-河南-驻马店,硕士,人大、耶鲁,高瓴资本,美国纽约,投资,179,35,260,8%
李春安,未知,1,先生,56,中国-甘肃-兰州,硕士,,隆基,陕西西安,硅材料,185,-6,255,-9%
