姓名,关系,条目人数,性别,年龄,出生地,学历,毕业院校,公司名称,公司总部地,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
缪汉根,夫妇,2,先生,59,中国-江苏-苏州,,,盛虹,江苏苏州,印染、化纤、房地产,185,-70,255,-35%
朱红梅,夫妇,2,女士,61,,,,盛虹,江苏苏州,印染、化纤、房地产,185,-70,255,-35%
叶国富,夫妇,2,先生,47,中国-湖北-十堰,,,名创优品,广东广州,新零售,185,-67,255,-34%
杨云云,夫妇,2,先生,47,,,,名创优品,广东广州,新零售,185,-67,255,-34%
余竹云,未知,1,先生,51,中国-浙江-衢州,,,中环新能源,安徽合肥,绿色建材、新能源,185,307,255,113%
喻会蛟,家族,1,先生,55,中国-浙江,,,圆通速递,上海青浦,物流,185,17,255,0%
周建平,家族,1,先生,63,中国-江苏-无锡,,,海澜,江苏无锡,服装、投资,185,-14,255,-12%
曹德旺,未知,1,先生,78,中国-福建-福州,,,福耀玻璃,福建福州,玻璃,191,62,250,19%
杜江涛,夫妇,2,先生,55,中国-内蒙古-乌海,本科,北京理工,君正,内蒙古乌海,煤化工、电力、运输,191,14,250,0%
郝虹,夫妇,2,女士,未知,中国-内蒙古-乌海,,,君正,内蒙古乌海,煤化工、电力、运输,191,14,250,0%
缪寿良,未知,1,先生,69,中国-广东,,美国席勒国际大学,富源,广东深圳,房地产、水电,191,-3,250,-7%
彭铁缆,未知,1,先生,未知,中国-湖南-长沙,,,博深集团,湖南长沙,企业服务,191,23,250,4%
宋涛,未知,1,先生,48,,,,米哈游,上海,游戏,191,32,250,6%
严建亚,夫妇,2,先生,58,,,,巨子生物,陕西西安,生物科技,196,36,245,9%
范代娣,夫妇,2,女士,59,,,,巨子生物,陕西西安,生物科技,196,36,245,9%
袁征,家族,1,先生,54,中国-山东,硕士,山东科技大学、斯坦福,zoom,美国旧金山,视频软件,196,3,245,-6%
郭金树,未知,1,先生,73,中国-内蒙古-鄂尔多斯,,,汇能,内蒙古鄂尔多斯,煤炭、路桥、房地产,198,127,240,41%
姜滨,夫妇,2,先生,58,中国-山东-威海,本科,北航,歌尔股份,山东潍坊,声学及多媒体产品,198,76,240,23%
胡双美,夫妇,2,女士,58,,,,歌尔股份,山东潍坊,声学及多媒体产品,198,76,240,23%
许家彰,家族,1,先生,未知,,,,奇美,台湾台南,化工,198,7,240,-4%
姚良松,未知,1,先生,60,中国-广东-梅州,本科,北航,欧派家居,广东广州,橱柜,198,-106,240,-47%
朱共山,家族,1,先生,66,中国-江苏-盐城,博士,南京工程、加拿大乔治布朗、菲律宾比利勤,协鑫,香港,太阳能芯片、发电厂,198,55,240,14%
曹其峰,未知,1,先生,78,中国-香港,,,永新,香港,杂货,203,24,235,2%
张茵,家族,1,女士,67,中国-广东-韶关,本科,,玖龙纸业,广东东莞,环保造纸,203,-19,235,-15%
郑崇华,家族,1,先生,88,中国-福建-南平,,,台达电子,台湾台北,半导体,203,50,235,12%
陈大年,未知,1,先生,46,中国-浙江-绍兴,,,掌门科技,上海浦东,上网平台,206,8,230,-4%
廖龙星,未知,1,先生,未知,中国-台湾,,,长春,台湾台北,化工,206,21,230,0%
林书鸿,未知,1,先生,96,中国-台湾,,,长春,台湾台北,化工,206,21,230,0%
王麒诚,夫妇,2,先生,44,中国-浙江-杭州,本科,浙大,汉鼎宇佑,浙江杭州,文化传媒、投资,206,26,230,2%
吴艳,夫妇,2,女士,43,,本科,浙大,汉鼎宇佑,浙江杭州,文化传媒、投资,206,26,230,2%
徐波,未知,1,先生,47,,,,多益网络,广东广州,网络游戏,206,-18,230,-15%
许荣茂,家族,1,先生,74,中国-福建-泉州,,美国国立波士顿大学,世茂,上海黄浦,投资、房地产,206,-1,230,-8%
郑正,未知,1,先生,未知,中国-台湾,,,长春,台湾台北,化工,206,21,230,0%
董经贵,夫妇,2,先生,54,,,,雅迪,江苏无锡,电动车,213,-42,225,-22%
钱静红,夫妇,2,先生,51,,,,雅迪,江苏无锡,电动车,213,-42,225,-22%
刘炽平,未知,1,先生,51,中国-北京,硕士,斯坦福大学\西北大学凯洛格管理学院,腾讯,广东深圳,互联网服务,213,48,225,10%
茅理翔,家族,1,先生,83,中国-浙江-宁波,,,方太厨具,浙江宁波,厨具,213,-11,225,-12%
孙纪木,夫妇,2,先生,68,中国-浙江-绍兴,硕士,绍兴农业、澳大利亚昆士兰大学,新华联合冶金,河北沧州,钢铁,213,1,225,-6%
孙春莉,夫妇,2,女士,未知,中国-浙江-绍兴,,,新华联合冶金,河北沧州,钢铁,213,1,225,-6%
吴光明,父子,2,先生,62,中国-江苏-镇江,硕士,,鱼跃医疗,江苏镇江,医疗设备,213,1,225,-6%
吴群,父子,2,先生,36,,,,鱼跃医疗,江苏镇江,医疗设备,213,1,225,-6%
尹衍梁,家族,1,先生,74,中国-台湾-台北,,,润泰,台湾台北,建筑开发、金融保险,213,40,225,7%
张红超,未知,1,先生,46,中国-河南-商丘,,,蜜雪冰城,河南郑州,餐饮,213,-34,225,-20%
张红甫,未知,1,先生,39,中国-河南-商丘,,,蜜雪冰城,河南郑州,餐饮,213,-34,225,-20%
赵燕,家族,1,女士,57,中国-云南-昆明,本科,华东师大,华熙国际,北京,生物医药、房地产,213,-76,225,-36%
郑坚江,未知,1,先生,63,中国-浙江-宁波,,,奥克斯,浙江宁波,家电、房地产,213,214,225,67%
朱林瑶,未知,1,女士,54,中国-四川,,,华宝国际,广东深圳,香精香料、烟草,213,10,225,-4%
蔡镇宇,未知,1,先生,71,中国-台湾-台北,,,宝丰隆,台湾台北,金融服务,224,19,220,2%
崔根良,父子,2,先生,66,中国-江苏-苏州,,,亨通,江苏苏州,电缆、热能电力、投资,224,-57,220,-27%
崔巍,父子,2,先生,39,,,,亨通,江苏苏州,电缆、热能电力、投资,224,-57,220,-27%
郭建军,未知,1,先生,未知,,,,汇能,内蒙古鄂尔多斯,煤炭、路桥、房地产,224,89,220,26%
罗才仁,家族,1,先生,71,中国-台湾-彰化,,,正新橡胶,台湾彰化,橡胶,224,66,220,19%
郭梅兰,母子,2,女士,未知,,,,东阳光,广东深圳,医药、电子新材料,228,52,215,13%
张寓帅,母子,2,先生,37,中国-广东-深圳,,,东阳光,广东深圳,医药、电子新材料,228,52,215,13%
薛敏,未知,1,先生,未知,,,,联影医疗,上海嘉定,医疗设备,228,4,215,-4%
赵藤雄,家族,1,先生,80,中国-台湾,,,远雄,台湾台北,房地产,228,97,215,26%
陈永泰,未知,1,先生,88,中国-台湾-台北,,,震旦,台湾台北,办公家具、房地产,231,22,210,0%
仇建平,夫妇,2,先生,62,中国-浙江-杭州,硕士,西交大,巨星科技,浙江杭州,工具制造,231,82,210,20%
王玲玲,夫妇,2,女士,63,,,,巨星科技,浙江杭州,工具制造,231,82,210,20%
马维建,家族,1,先生,未知,,,,元大,台湾台北,金融服务,231,71,210,17%
郭恩元,家族,1,先生,76,中国-河北-邯郸,,,普阳钢铁,河北邯郸,钢铁、煤化工,234,40,205,5%
冷友斌,未知,1,先生,55,中国-黑龙江-黑河,,,中国飞鹤,北京,乳业,234,9,205,-5%
宿华,未知,1,先生,42,中国-湖南,硕士,清华、清华、清华退学,快手科技,北京,传媒娱乐,234,-37,205,-23%
叶刚,未知,1,先生,43,,,,冬海集团,新加坡,网络游戏、电商,234,302,205,86%
张道才,家族,1,先生,74,中国-浙江-绍兴,,,三花控股,浙江绍兴,工业设备、汽车零部件、房地产,234,-86,205,-38%
黄柏年,未知,1,先生,68,印尼,,,外滩中心,上海,房地产,239,29,200,0%
倪祖根,家族,1,先生,67,中国-江苏-苏州,本科,,莱克电气,江苏苏州,小家电,239,-7,200,-11%
潘政民,家族,1,先生,57,中国-江苏,本科,武进师范,瑞声科技,广东深圳,消费电子精密件,239,253,200,67%
彭国远,未知,1,先生,38,中国-广东-汕尾,硕士,剑桥,心里程,广东深圳,教育、房地产,239,4,200,-7%
许家印,未知,1,先生,66,中国-河南-周口,硕士,武汉科技、West Alabama,恒大,广东广州,投资、房地产,239,29,200,0%
杨致远,未知,1,先生,56,中国-台湾-台北,,,雅虎,美国,投资,239,74,200,14%
张峻,夫妇,2,先生,未知,中国-广东-揭阳,,,富德,广东深圳,保险,239,-2,200,-9%
陶美萦,夫妇,2,女士,未知,,,,富德,广东深圳,保险,239,-2,200,-9%
张兴海,夫妇,2,先生,61,中国-重庆,硕士,,小康控股,重庆,汽车、汽车零配件,239,297,200,82%
颜敏,夫妇,2,女士,未知,,,,小康控股,重庆,汽车、汽车零配件,239,297,200,82%
胡柏藩,未知,1,先生,62,中国-浙江-绍兴,硕士,浙大,新和成,浙江绍兴,医药,247,95,195,18%
黄光苗,未知,1,先生,55,中国-广东-汕头,,,中洲,广东深圳,房地产,247,21,195,-3%
林敏雄,未知,1,女士,74,,,,元利,台湾台北,房地产,247,33,195,3%
阮洪良,家族,1,先生,63,中国-浙江,,,福莱特,浙江嘉兴,光伏材料,247,-117,195,-45%
王伟修,父子,2,先生,74,中国-山东,,,中际旭创,山东烟台,通信设备,247,130,195,30%
王晓东,父子,2,先生,48,,,,中际旭创,山东烟台,通信设备,247,130,195,30%
薛华,未知,1,先生,54,,本科,华中农业,海大,广东广州,饲料,247,-10,195,-11%
张剑,父女,2,先生,55,中国-河南-商丘,,,爱玛,天津,电动自行车,247,43,195,5%
张格格,父女,2,女士,31,,,,爱玛,天津,电动自行车,247,43,195,5%
周超男,家族,1,先生,64,中国-湖南-衡阳,,,润泽科技,河北廊坊,软件与信息技术服务,247,14,195,-5%
曹龙祥,父子,2,先生,67,,,,济川控股,江苏泰州,医药,255,58,190,9%
曹飞,父子,2,先生,未知,,,,济川控股,江苏泰州,医药,255,58,190,9%
陈泰铭,家族,1,先生,68,中国-台湾-台南,,,国巨,台湾台北,电子制造、收藏,255,47,190,6%
范现国,父子,2,先生,64,中国-河北-邢台,,,今麦郎,河北邢台,食品与饮料,255,-12,190,-12%
范明强,父子,2,先生,未知,,,,今麦郎,河北邢台,食品与饮料,255,-12,190,-12%
李赶坡,未知,1,先生,75,中国-河北,,,敬业,河北石家庄,钢铁,255,25,190,0%
李义海,父子,2,先生,61,中国-江西-南昌,本科,江西师范,济民可信,江西南昌,医药,255,-109,190,-43%
李鑫,父子,2,先生,未知,,,,济民可信,江西南昌,医药,255,-109,190,-43%
廖汤慧霭,未知,1,女士,76,中国-香港,,,纪惠,香港,房地产,255,47,190,6%
王正华,家族,1,先生,80,中国-上海,硕士,王煜（美国南伊利诺伊大学）,春秋航空,上海长宁,航空,255,-12,190,-12%
吴以岭,家族,1,先生,75,中国-河北-衡水,硕士,南京中医,以岭,河北石家庄,医药,255,-53,190,-25%
项光通,未知,1,先生,未知,中国-浙江-温州,,,青山控股,浙江温州,钢铁,255,330,190,90%
周晓萍,家族,1,女士,63,中国-江苏-常州,,,星宇股份,江苏常州,汽车灯具,255,-32,190,-19%
曾小山,家族,1,先生,79,中国-湖南-邵东,,,曾氏企业,湖南长沙,铝业,265,25,185,0%
陈志平,未知,1,先生,48,,,,思摩尔,广东深圳,电子烟,265,77,185,12%
傅利泉,夫妇,2,先生,57,中国-浙江-杭州,,浙江电子工业学校,大华技术,浙江杭州,软件、电子通讯产品,265,-91,185,-35%
陈爱玲,夫妇,2,女士,57,,本科,,大华技术,浙江杭州,软件、电子通讯产品,265,-91,185,-35%
黄敏利,夫妇,2,先生,59,中国-福建-泉州,本科,,敏华,香港,休闲沙发,265,-4,185,-10%
许慧卿,夫妇,2,女士,60,,,,敏华,香港,休闲沙发,265,-4,185,-10%
黄文仔,未知,1,先生,71,中国-广东-广州,硕士,,星河湾,广东广州,房地产、投资,265,-28,185,-16%
简军,未知,1,女士,61,中国-北京,,,爱美客,北京,生物制药,265,-142,185,-51%
梁光伟,未知,1,先生,61,中国-浙江-台州,硕士,深圳,华强,广东深圳,投资,265,162,185,37%
谢伟通,未知,1,先生,67,中国-台湾,,,华友钴业,浙江嘉兴,有色金属,265,25,185,0%
许邦福,家族,1,未知,未知,中国-浙江-宁波,硕士,日本京都大学,华城电机,台湾桃园,电子元件,265,New,185,NEW
张双旺,父子,2,先生,81,中国-内蒙古-鄂尔多斯,本科,内蒙古轻工,伊泰,内蒙古鄂尔多斯,煤炭,265,60,185,9%
张东海,父子,2,先生,54,,硕士,,伊泰,内蒙古鄂尔多斯,煤炭,265,60,185,9%
张文中,未知,1,先生,62,中国-山东,博士,南开、南开、斯坦福,物美,北京,零售,265,-4,185,-10%
季琦,未知,1,先生,58,中国-江苏-南通,,上海交通大学,华住,上海闵行,连锁酒店,276,-49,180,-22%
靳保芳,家族,1,先生,72,中国-河北-邢台,,,晶澳科技,河北邢台,光伏,276,-179,180,-60%
李洪信,家族,1,先生,71,中国-福建,本科,,太阳纸业,山东济宁,造纸,276,49,180,6%
毛文超,未知,1,未知,未知,中国-四川-绵阳,本科,上海交通大学,小红书,上海,生活服务平台、电商,276,New,180,NEW
王俊民,夫妇,2,先生,56,中国-辽宁,硕士,沈阳医科、长江商学院,海思科,西藏山南,医药,276,151,180,33%
申萍,夫妇,2,女士,53,,,,海思科,西藏山南,医药,276,151,180,33%
王树华,家族,1,先生,未知,,,,冀南钢铁,河北邯郸,钢铁,276,-8,180,-10%
翁先定,未知,1,先生,63,,,,新产业,广东深圳,医疗器械,276,66,180,9%
阎志,未知,1,先生,52,中国-湖北-黄冈,硕士,武大,卓尔,湖北武汉,房地产、投资,276,4,180,-5%
杨卫东,夫妇,2,先生,56,中国-浙江,,,卫星石化,浙江嘉兴,化工,276,49,180,6%
杨亚珍,夫妇,2,女士,56,,,,卫星石化,浙江嘉兴,化工,276,49,180,6%
张力,父子,2,先生,71,中国-广东-广州,博士,美国波士顿,富力地产,广东广州,投资、房地产,276,151,180,33%
张量,父子,2,先生,42,,,,富力地产,广东广州,投资、房地产,276,151,180,33%
张松桥,未知,1,先生,60,中国-重庆,硕士,党校,中渝,香港,投资、房地产,276,-15,180,-12%
周泽荣,未知,1,先生,70,中国-广东-汕头,,,侨鑫,广东广州,房地产、投资,276,-39,180,-18%
蒋卫平,家族,1,先生,69,中国-四川-成都,本科,西华大学,天齐锂业,四川遂宁,锂矿,288,-138,175,-46%
潘石屹,夫妇,2,先生,61,中国-甘肃-天水,,中国石油管道学院,SOHO中国,北京,投资、房地产,288,2,175,-5%
张欣,夫妇,2,女士,59,中国-北京,硕士,萨塞克斯、剑桥,SOHO中国,北京,投资、房地产,288,2,175,-5%
唐彬森,未知,1,先生,42,中国-安徽-合肥,,,元气森林,北京,饮料,288,-83,175,-30%
阳萌,夫妇,2,先生,42,,,,安克,湖南长沙,电子商务,288,37,175,3%
贺丽,夫妇,2,先生,40,,,,安克,湖南长沙,电子商务,288,37,175,3%
张静章,家族,1,先生,87,中国-浙江-宁波,,,海天国际,浙江宁波,注塑机,288,14,175,-3%
安康,家族,1,先生,75,中国-河南-新乡,本科,河南师范,华兰生物,河南新乡,生物制药,293,-61,170,-24%
黄立,父子,2,先生,61,中国-陕西-西安,硕士,华中科技,高德电气,湖北武汉,电子制造,293,-50,170,-21%
黄晟,父子,2,先生,35,中国-陕西-西安,,,高德电气,湖北武汉,电子制造,293,-50,170,-21%
黄茂如,夫妇,2,先生,59,中国-广东-潮州,硕士,,茂业,广东深圳,投资、房地产,293,32,170,0%
张静,夫妇,2,女士,未知,,,,茂业,广东深圳,投资、房地产,293,32,170,0%
蒋业华,未知,1,先生,61,中国-重庆,,,华宇,重庆,房地产,293,20,170,-3%
林耀英,家族,1,先生,91,,,,大立光,台湾台北,电子元件,293,178,170,36%
戚振波,未知,1,先生,未知,,,,美腕,上海,新零售,293,32,170,0%
钱东奇,父子,2,先生,66,中国-江苏-南京,硕士,南大、南大,科沃斯,江苏苏州,机器人,293,-50,170,-21%
钱程,父子,2,先生,未知,,,,科沃斯,江苏苏州,机器人,293,-50,170,-21%
肖永明,家族,1,先生,60,中国-四川-资阳,,,藏格矿业,青海格尔木,矿产,293,113,170,21%
邢李㷧,未知,1,先生,75,中国-香港,,,思捷环球,香港,投资,293,32,170,0%
张帆,未知,1,先生,59,中国-四川-成都,本科,电子科技,汇顶科技,广东深圳,半导体芯片,293,65,170,6%
张宏伟,未知,1,先生,70,中国-黑龙江-哈尔滨,硕士,哈工大,东方,北京,能源、零售,293,-153,170,-51%
周胜馥,未知,1,先生,47,,,,拉拉科技,广东深圳,货运物流,293,New,170,NEW
邹支农,家族,1,先生,56,,,,天孚通信,江苏苏州,通信设备,293,162,170,31%
蔡东晨,未知,1,先生,71,中国-河北-石家庄,硕士,南开,石药,河北石家庄,医药,306,-16,165,-11%
陈凯臣,家族,1,先生,未知,中国-广东-揭阳,,,立白,广东广州,日化用品,306,-4,165,-8%
邓伟明,夫妇,2,先生,56,中国-湖南-长沙,,,中伟股份,湖南长沙,工业产品,306,-63,165,-23%
吴小歌,夫妇,2,女士,52,,,,中伟股份,湖南长沙,工业产品,306,-63,165,-23%
利约翰,未知,1,先生,70,,,,中电,香港,能源,306,100,165,18%
邵钦祥,家族,1,先生,70,中国-浙江-金华,,,花园,浙江金华,工业制造、房地产,306,36,165,0%
王华君,夫妇,2,先生,54,中国-江西-九江,硕士,,裕同包装,广东深圳,包装,306,36,165,0%
吴兰兰,夫妇,2,女士,50,中国-江西-南昌,,,裕同包装,广东深圳,包装,306,36,165,0%
王文京,未知,1,先生,60,中国-江西-上饶,本科,江西财经,用友,北京,软件与信息服务,306,-135,165,-43%
王希成,家族,1,先生,76,中国-山东,,,玲珑轮胎,山东烟台,轮胎,306,-38,165,-18%
吴少勋,未知,1,先生,68,中国-湖北-黄石,本科,黄石市党校,劲牌,湖北黄石,保健酒,306,-38,165,-18%
徐乘,家族,1,先生,72,中国-台湾-台北,,,徐福记,广东东莞,食品,306,36,165,0%
虞锋,家族,1,先生,61,中国-上海,本科,复旦,云锋基金,上海徐汇,投资,306,19,165,-3%
张万镇,未知,1,先生,75,中国-广东-潮州,,,三环,广东潮州,通信部件、电子元器件,306,36,165,0%
陈爱莲,夫妇,2,先生,66,中国-浙江-绍兴,,北京师范大学,万丰,浙江绍兴,智能制造、投资,318,153,160,28%
吴良定,夫妇,2,女士,78,,,,万丰,浙江绍兴,智能制造、投资,318,153,160,28%
陈明永,未知,1,先生,55,中国-四川-达州,本科,浙大,OPPO,广东东莞,消费电子产品,318,70,160,10%
陈谭庆芬,家族,1,先生,未知,,,,恒隆,香港,房地产,318,40,160,0%
冯海良,未知,1,先生,64,中国-浙江,,,海亮,浙江绍兴,铜加工、投资,318,-38,160,-16%
葛卫东,未知,1,先生,55,,本科,川大,混沌投资,上海浦东,投资,318,24,160,-3%
梁绍鸿,未知,1,先生,72,中国-香港,,,大鸿辉,香港,房地产,318,40,160,0%
穆荣均,未知,1,先生,44,,硕士,清华、清华,美团,北京,生活服务,318,7,160,-6%
彭蕾,未知,1,先生,53,,,,阿里系,浙江杭州,电子商务、金融科技,318,24,160,-3%
伍步高,家族,1,先生,80,中国-香港,,,永隆,香港,银行业,318,40,160,0%
程一笑,未知,1,先生,39,,,,快手科技,北京,传媒娱乐,327,-74,155,-26%
李丐腾,家族,1,先生,52,中国-浙江-温州,硕士,,飞科电器,上海松江,小家电,327,-153,155,-46%
林明成,家族,1,先生,81,中国-台湾,,,华南金控,台湾台北,金融服务,327,50,155,3%
罗家宝,未知,1,先生,75,,,,百乐,香港,房地产,327,43,155,0%
吴冠江,夫妇,2,先生,56,中国-四川-乐山,,,智飞生物,重庆,疫苗,327,-25,155,-14%
刘铁鹰,夫妇,2,先生,未知,,,,智飞生物,重庆,疫苗,327,-25,155,-14%
谢良志,夫妇,2,先生,58,,,,神州,北京,生物制药,327,-113,155,-35%
李翰园,夫妇,2,先生,未知,,,,神州,北京,生物制药,327,-113,155,-35%
张荣华,家族,1,女士,55,中国-天津,硕士,,荣程,天津,钢铁,327,61,155,7%
周鸿祎,未知,1,先生,54,中国-湖北-黄冈,硕士,西交大、西交大,三六零安全科技,北京,网络信息服务,327,-84,155,-28%
蔡东青,家族,1,先生,55,中国-广东-汕头,硕士,,奥飞娱乐,广东汕头,动漫,335,7,150,-9%
黄绍武,未知,1,先生,54,中国-江西-九江,,,神州通,广东深圳,投资,335,92,150,11%
李留法,夫妇,2,先生,65,中国-河南-平顶山,,北京大学光华管理学院,天瑞,河南平顶山,水泥、铝业,335,-147,150,-44%
李凤娈,夫妇,2,女士,未知,,,,天瑞,河南平顶山,水泥、铝业,335,-147,150,-44%
倪永培,未知,1,先生,72,中国-安徽-六安,,,迎驾,安徽六安,白酒,335,-98,150,-32%
任元林,父子,2,先生,71,中国-江苏-无锡,,,扬子江船业,江苏无锡,造船,335,250,150,50%
任乐天,父子,2,先生,未知,,,,扬子江船业,江苏无锡,造船,335,250,150,50%
王水福,夫妇,2,先生,69,中国-浙江-杭州,,,西子联合控股,浙江杭州,电梯、锅炉、房地产,335,23,150,-6%
陈桂花,夫妇,2,女士,未知,中国-浙江-杭州,,,西子联合控股,浙江杭州,电梯、锅炉、房地产,335,23,150,-6%
魏应州,未知,1,先生,70,中国-台湾,,,顶新,天津,食品和饮料,335,42,150,0%
许昆泰,家族,1,先生,68,中国-台湾,,,蓝天,台湾台北,消费电子产品,335,186,150,30%
张雷,未知,1,先生,48,中国-江苏-无锡,,,远景能源,江苏无锡,风电,335,23,150,-6%
赵丰刚,未知,1,先生,58,,硕士,中国科技大学,宁德时代,福建宁德,锂电池,335,-55,150,-21%
池宇峰,未知,1,先生,53,中国-湖北,硕士,清华,完美世界,北京,网游、影视娱乐,345,-32,145,-17%
高纪凡,家族,1,先生,59,,,,天合光能,江苏常州,光伏产品,345,-148,145,-45%
李锂,夫妇,2,先生,60,中国-四川-眉山,本科,川大,海普瑞,广东深圳,医药,345,13,145,-9%
李坦,夫妇,2,女士,60,中国-安徽-阜阳,,,海普瑞,广东深圳,医药,345,13,145,-9%
李如成,父女,2,先生,73,中国-浙江-绍兴,,,雅戈尔,浙江宁波,服装、房地产、投资,345,82,145,7%
李寒穷,父女,2,先生,47,中国-浙江-绍兴,,,雅戈尔,浙江宁波,服装、房地产、投资,345,82,145,7%
林刚,未知,1,先生,60,中国-广东,硕士,广东医学院,康哲药业,广东深圳,医药,345,-55,145,-22%
聂腾云,夫妇,2,先生,48,,,浙江商业职业技术学院,韵达,上海青浦,物流,345,-71,145,-26%
陈立英,夫妇,2,女士,49,,,,韵达,上海青浦,物流,345,-71,145,-26%
戚金兴,父子,2,先生,62,中国-浙江,硕士,,滨江,浙江杭州,房地产,345,-32,145,-17%
戚加奇,父子,2,先生,36,,,,滨江,浙江杭州,房地产,345,-32,145,-17%
沈炜,未知,1,先生,未知,,,,VIVO,广东东莞,消费电子产品,345,43,145,0%
侯军呈,未知,1,先生,60,中国-浙江-温州,,,珀莱雅,浙江杭州,化妆品,353,5,140,-13%
南存辉,未知,1,先生,61,中国-山东-济宁,,北京工商大学,正泰,浙江温州,工业电器、投资,353,-51,140,-22%
潘来灿,未知,1,先生,未知,,,,海天味业,广东佛山,调味品,353,35,140,-3%
汪建,未知,1,先生,70,中国-湖南,,,华大基因、碳云,广东深圳,基因检测、医疗大数据,353,-130,140,-40%
