姓名,关系,条目人数,性别,年龄,出生地,学历,毕业院校,公司名称,公司总部地,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
张勇,未知,1,先生,未知,,本科,上财,阿里系,浙江杭州,电子商务、金融科技,875,112,60,-6%
张重兴,家族,1,未知,未知,,,,台湾精锐,台湾台中,工业机械,875,New,60,NEW
赵满堂,家族,1,先生,64,中国-甘肃-天水,,,盛达,甘肃兰州,矿业、酒店,875,21,60,-14%
赵延平,夫妇,2,先生,56,中国-吉林,本科,浙大,华测导航,上海青浦,卫星导航,875,65,60,-8%
杨云,夫妇,2,女士,43,,,,华测导航,上海青浦,卫星导航,875,65,60,-8%
甄荣辉,未知,1,先生,62,中国-香港,本科,香港中文大学,51job,上海静安,互联网服务,875,133,60,0%
周旭明,家族,1,先生,51,,,,科思股份,江苏南京,化学品原料,875,-71,60,-24%
陈泽民,家族,1,先生,81,中国-重庆-江津,本科,,三全食品,河南郑州,食品,918,-107,59,-23%
刘德,未知,1,先生,未知,,硕士,北京理工大学、美国加州亚帕萨迪Art Center College of Design,小米,北京,北京,918,New,59,NEW
姚劲波,未知,1,先生,48,中国-湖南-益阳,本科,中国海洋,58同城,北京,生活服务,918,90,59,-2%
张亚,夫妇,2,先生,55,,,,国光电气,四川成都,微波电子器件,918,-333,59,-41%
周文梅,夫妇,2,女士,54,,,,国光电气,四川成都,微波电子器件,918,-333,59,-41%
赵鸿飞,未知,1,先生,50,,硕士,北京理工,中科创达,北京,智能终端操作系统,918,-397,59,-49%
吕建明,未知,1,先生,59,中国-浙江,硕士,浙大,通策医疗,浙江杭州,医疗器械,923,-217,58,-32%
申东日,家族,1,先生,52,中国-黑龙江-绥化,,,朗姿,北京,服装,923,-175,58,-29%
王德根,夫妇,2,先生,53,中国-四川,,,德康农牧,四川成都,畜牧业、教育,923,-254,58,-36%
张强,夫妇,2,女士,未知,中国-四川,,,德康农牧,四川成都,畜牧业、教育,923,-254,58,-36%
吴城,未知,1,先生,未知,,,,国城,北京,矿业,923,-110,58,-23%
吴凯庭,家族,1,先生,未知,中国-福建-漳州,,,万利达,福建漳州,电子信息产品,923,-217,58,-32%
谢识才,家族,1,先生,63,中国-浙江-杭州,本科,,博威合金,浙江宁波,合金材料,923,85,58,-3%
余海军,未知,1,先生,50,中国-浙江-绍兴,本科,,宝利德,浙江杭州,汽车销售,923,17,58,-11%
周华松,夫妇,2,先生,58,,,,松霖科技,福建厦门,淋浴设备,923,256,58,16%
吴文利,夫妇,2,先生,56,,,,松霖科技,福建厦门,淋浴设备,923,256,58,16%
周文,夫妇,2,先生,59,,博士,工商管理,普利特,上海青浦,塑料制造、汽车配件,923,-217,58,-32%
郭艺群,夫妇,2,女士,60,,,,普利特,上海青浦,塑料制造、汽车配件,923,-217,58,-32%
陈学利,父子,2,先生,73,,,,威高,山东威海,医疗器械,932,-347,57,-43%
陈林,父子,2,先生,未知,,,,威高,山东威海,医疗器械,932,-347,57,-43%
苏增福,家族,1,先生,84,中国-浙江-台州,,,苏泊尔,浙江杭州,厨具、投资,932,59,57,-10%
王富济,未知,1,先生,未知,,,,片仔癀,福建漳州,医药,932,-119,57,-24%
吴惠芳,未知,1,先生,未知,中国-江苏-,,,永钢,江苏苏州,钢铁,932,8,57,-12%
吴永华,未知,1,先生,54,中国-福建,,,安踏,福建厦门,体育用品,932,8,57,-12%
钟培峰,家族,1,先生,61,,硕士,乔治亚理工,晶晨股份,上海浦东,电子,932,-177,57,-29%
周俊杰,未知,1,先生,56,,,,银都股份,浙江杭州,餐饮设备,932,76,57,-5%
刘姗姗,未知,1,女士,未知,,,,摩尔线程,北京,半导体,939,141,56,0%
陈妙林,未知,1,先生,72,中国-浙江-杭州,,,开元旅业,浙江杭州,房地产,940,150,55,0%
陈清州,夫妇,2,先生,59,中国-福建-泉州,,,海能达,广东深圳,专业无线通信设备,940,-44,55,-21%
翁丽敏,夫妇,2,女士,57,中国-福建-泉州,,,海能达,广东深圳,专业无线通信设备,940,-44,55,-21%
陈育宣,夫妇,2,先生,58,中国-江西-九江,,,电连技术,广东深圳,电子元件连接器,940,68,55,-8%
林德英,夫妇,2,女士,59,中国-江西-九江,,,电连技术,广东深圳,电子元件连接器,940,68,55,-8%
陈卓贤,家族,1,先生,57,中国-广东-中山,,,雅居乐,广东广州,投资、房地产,940,68,55,-8%
邓颖忠,家族,1,先生,73,中国-广东,,,中顺洁柔,广东中山,生活用纸,940,-185,55,-31%
郭振宇,父子,2,先生,61,中国-云南-昆明,,,贝泰妮,云南昆明,护肤品,940,-469,55,-56%
Kevin Guo,父子,2,先生,30,,,,贝泰妮,云南昆明,护肤品,940,-469,55,-56%
何德佑,未知,1,未知,未知,,,,嘉泽端子,台湾基隆,电子元件,940,New,55,NEW
何亚民,家族,1,先生,67,中国-四川,,,利君股份,四川成都,机械制造,940,-79,55,-25%
花轩德,家族,1,先生,81,中国-浙江-台州,,,中贝九洲,浙江台州,医药,940,-375,55,-48%
黄炳文,家族,1,先生,70,,,,东风印刷,广东汕头,印刷,940,-44,55,-21%
黄善兵,家族,1,先生,68,,,,捷捷微电,江苏南通,半导体器件,940,239,55,10%
黄婉茹,未知,1,先生,未知,,,,联泰,广东汕头,基础建设、房地产,940,68,55,-8%
江淦钧,未知,1,先生,60,中国-广东-广州,,,索菲亚,广东广州,家具,940,0,55,-15%
姜桂廷,夫妇,2,先生,66,,本科,,景津环保,山东德州,设备制造,940,-185,55,-31%
宋桂花,夫妇,2,女士,65,,,,景津环保,山东德州,设备制造,940,-185,55,-31%
蒋锦志,未知,1,先生,未知,,本科,武大,景林资产,上海浦东,投资,940,150,55,0%
金磊,未知,1,先生,59,,,,长春高新,吉林长春,生物制药,940,-355,55,-45%
黎经华,未知,1,先生,62,,,,罗浮宫家居,广东佛山,家具零售,940,68,55,-8%
李建华,父女,2,先生,71,中国-广东-梅州,,,威华,广东广州,地板,940,68,55,-8%
李晓奇,父女,2,女士,未知,,,,威华,广东广州,地板,940,68,55,-8%
李文美,夫妇,2,先生,62,中国-吉林-长春,硕士,吉大,万孚生物,广东广州,快速诊断试剂,940,68,55,-8%
王继华,夫妇,2,女士,62,中国-吉林-长春,,,万孚生物,广东广州,快速诊断试剂,940,68,55,-8%
李学凌,未知,1,先生,51,,,,欢聚时代,广东深圳,游戏、语音软件,940,150,55,0%
李缜,父子,2,先生,60,,,,国轩高科,安徽合肥,电池、房地产、影视、投资,940,-16,55,-19%
李晨,父子,2,先生,39,,,,国轩高科,安徽合肥,电池、房地产、影视、投资,940,-16,55,-19%
林海川,家族,1,先生,52,中国-广东-东莞,硕士,,宏川,广东东莞,仓储物流,940,-185,55,-31%
吕大龙,未知,1,先生,未知,,,,韦尔股份,上海浦东,投资,940,68,55,-8%
马国林,未知,1,先生,60,中国-浙江,,,卫星石化,浙江嘉兴,化工,940,217,55,6%
孟庆南,家族,1,先生,66,中国-湖北,硕士,,武汉凡谷,湖北武汉,通信设备元件,940,202,55,2%
潘龙泉,未知,1,先生,61,,,,泉峰,江苏南京,电动工具,940,-185,55,-31%
彭浩,未知,1,先生,57,中国-陕西-咸阳,硕士,,信维通信,广东深圳,通信部件,940,207,55,4%
瞿晓铧,夫妇,2,先生,60,,,,阿特斯,江苏苏州,光伏设备,940,-185,55,-31%
张含冰,夫妇,2,先生,未知,,,,阿特斯,江苏苏州,光伏设备,940,-185,55,-31%
商晓波,夫妇,2,先生,50,中国-浙江-绍兴,,,鸿路钢构,安徽合肥,金属结构制造业,940,-375,55,-48%
邓烨芳,夫妇,2,女士,未知,,,,鸿路钢构,安徽合肥,金属结构制造业,940,-375,55,-48%
束小龙,夫妇,2,先生,36,中国-安徽-合肥,,,老乡鸡,安徽合肥,餐饮,940,150,55,0%
董雪,夫妇,2,女士,未知,,,,老乡鸡,安徽合肥,餐饮,940,150,55,0%
孙永根,未知,1,先生,53,中国-浙江-绍兴,,,天圣控股,浙江绍兴,化纤,940,133,55,-4%
汪东颖,未知,1,先生,58,中国-甘肃-兰州,,,纳思达,广东珠海,打印设备,940,150,55,0%
王刚,未知,1,先生,48,,,,满帮,贵州贵阳,物流,940,68,55,-8%
王坚,未知,1,先生,62,,本科,浙大,阿里系,浙江杭州,电子商务、金融科技,940,150,55,0%
王俊,未知,1,先生,48,,本科,北大,碳云、华大基因,广东深圳,医疗大数据、基因检测,940,68,55,-8%
伍亚林,夫妇,2,先生,57,中国-福建-莆田,,,博俊科技,江苏苏州,汽车零部件,940,New,55,NEW
伍阿凤,夫妇,2,女士,55,,,,博俊科技,江苏苏州,汽车零部件,940,New,55,NEW
谢秉政,夫妇,2,先生,55,中国-浙江-温州,,,比音勒芬,广东广州,服装,940,-234,55,-35%
冯玲玲,夫妇,2,女士,51,中国-浙江-温州,,,比音勒芬,广东广州,服装,940,-234,55,-35%
杨文龙,家族,1,先生,62,中国-江西-宜春,硕士,人大,仁和药业,江西宜春,医药,940,-79,55,-25%
姚文琛,家族,1,先生,73,,,,姚记扑克,上海,文娱,940,-79,55,-25%
张学武,未知,1,先生,50,,,,盐津铺子,湖南长沙,食品制造,940,-127,55,-27%
张学政,未知,1,先生,49,,本科,,闻泰科技,浙江嘉兴,半导体,940,-271,55,-39%
张镇潮,未知,1,先生,57,,,,税友股份,浙江杭州,财税软件,940,-234,55,-35%
赵轶,夫妇,2,先生,48,中国-浙江,本科,,长川科技,浙江杭州,半导体设备,940,0,55,-15%
徐昕,夫妇,2,女士,未知,,,,长川科技,浙江杭州,半导体设备,940,0,55,-15%
郑元豹,未知,1,先生,66,中国-浙江-温州,,,人民电器,浙江温州,工业电器、房地产、投资,940,68,55,-8%
钟声坚,未知,1,先生,66,中国-广东-汕尾,,,仁恒,上海浦东,房地产,940,-44,55,-21%
周光平,家族,1,先生,未知,,,,小米,北京,智能硬件与技术、投资,940,New,55,NEW
周剑,未知,1,先生,48,,,,迈为股份,江苏苏州,智能制造装备,940,-404,55,-50%
杜越新,未知,1,先生,未知,,,,嘉德,北京,投资、拍卖,987,188,54,6%
耿殿根,未知,1,先生,68,,硕士,德克萨斯,光环新网,北京,电信运营,987,4,54,-14%
卢荣富,未知,1,先生,53,,本科,复旦,亿联网络,福建厦门,通信,987,21,54,-10%
徐子泉,夫妇,2,先生,66,,本科,,捷成,北京,软件与信息服务,987,18,54,-11%
康宁,夫妇,2,女士,未知,,,,捷成,北京,软件与信息服务,987,18,54,-11%
奥凤廷,未知,1,先生,65,,,,蒙泰,内蒙古鄂尔多斯,煤炭、热电、铝合金,991,New,53,NEW
代田田,未知,1,先生,41,,硕士,上海交大、上海交大,柏楚电子,上海闵行,信息技术,991,17,53,-12%
丁水波,未知,1,先生,54,中国-福建-泉州,,,特步,福建厦门,体育用品,991,-130,53,-27%
刘满世,家族,1,先生,75,中国-内蒙古,,,满世,内蒙古鄂尔多斯,煤炭,991,188,53,6%
邱达强,未知,1,先生,62,中国-香港,,,富地石油,香港,石油化工,991,99,53,-4%
施清岛,家族,1,先生,59,,,,台华新材,浙江嘉兴,纺织材料,991,99,53,-4%
吴英,未知,1,先生,60,,,,美畅,陕西咸阳,新材料,991,-455,53,-52%
谢可滔,未知,1,先生,60,,硕士,,中教,香港,教育,991,-51,53,-18%
熊晓鸽,未知,1,先生,69,中国-湖南-湘潭,博士,湖南、社科院、波士顿、塔夫茨,IDG资本,北京,投资,991,188,53,6%
徐小平,未知,1,先生,68,中国-江苏-泰兴,硕士,中央音乐、加拿大萨斯卡彻温,真格,北京,投资,991,188,53,6%
徐勇,未知,1,先生,60,中国-河南,博士,北大、美国A&M、UC Berkele,百度,北京,网络信息服务,991,-322,53,-41%
阎焱,未知,1,先生,67,中国-安徽-安庆,博士,南航、北大、普林斯顿,赛富,北京,投资,991,188,53,6%
于果,未知,1,先生,62,,硕士,,中教,香港,教育,991,-51,53,-18%
庄辰超,未知,1,先生,48,中国-上海,本科,北大,斑马投资,北京,投资,991,188,53,6%
冯陟旻,未知,1,未知,未知,,本科,新加坡国立大学,冬海集团,新加坡,网络游戏、电商,1005,New,52,NEW
傅梅城,未知,1,先生,67,中国-浙江-杭州,,,华策影视,浙江杭州,影视传媒,1005,57,52,-12%
李立新,未知,1,先生,57,中国-浙江,,,利时,浙江宁波,塑胶产品、商业连锁、投资,1005,3,52,-13%
刘海燕,未知,1,先生,未知,中国-四川,,,大陆希望,四川成都,机械电气、能源化工、房地产,1005,63,52,-10%
袁金华,未知,1,先生,65,,本科,中南,三一,北京,重型机械,1005,-18,52,-19%
朱义文,父女,2,先生,未知,,,,海吉亚,上海长宁,肿瘤检测,1005,-440,52,-50%
朱剑乔,父女,2,先生,未知,,,,海吉亚,上海长宁,肿瘤检测,1005,-440,52,-50%
胡季强,未知,1,先生,63,中国-浙江,本科,浙大,康恩贝,浙江杭州,医药,1011,62,51,-11%
彭翼捷,未知,1,先生,45,,,,阿里系,浙江杭州,电子商务、金融科技,1011,131,51,-6%
涂建华,未知,1,先生,55,,本科,四川党校,广联达,北京,软件与信息服务,1011,69,51,-9%
王振滔,父子,2,先生,59,中国-浙江-温州,,,奥康,浙江温州,鞋业、地产,1011,-6,51,-16%
王晨,父子,2,先生,未知,,,,奥康,浙江温州,鞋业、地产,1011,-6,51,-16%
尤小华,未知,1,先生,未知,,,,华峰,浙江温州,化工、铝业、投资,1011,168,51,2%
周明华,未知,1,先生,60,中国-浙江,硕士,,华海药业,浙江台州,医药,1011,168,51,2%
周云杰,未知,1,先生,63,,,,奥瑞金,北京,包装,1011,146,51,-2%
孙荫环,家族,1,先生,74,中国-辽宁,,,亿达,辽宁大连,房地产、软件园,1018,161,50.2,0%
安治富,家族,1,先生,78,中国-四川,本科,,富临,四川绵阳,房地产、运输,1019,-20,50,-19%
蔡浩,夫妇,2,先生,53,,,,中信博,江苏苏州,光伏设备,1019,New,50,NEW
杨雪艳,夫妇,2,先生,38,,,,中信博,江苏苏州,光伏设备,1019,New,50,NEW
曹建伟,未知,1,先生,46,,博士,,晶盛机电,浙江绍兴,机电设备,1019,-498,50,-57%
曹克坚,未知,1,先生,62,中国-浙江,,,开山控股,浙江衢州,压缩机,1019,-264,50,-38%
车冯升,未知,1,先生,62,中国-山东,硕士,中欧,四环医药,北京,医药,1019,128,50,-6%
陈刚,夫妇,2,先生,56,,,,爱旭股份,上海浦东,太阳能电池,1019,-564,50,-62%
欧春连,夫妇,2,女士,56,,,,爱旭股份,上海浦东,太阳能电池,1019,-564,50,-62%
陈建造,家族,1,未知,未知,,,,宝雅,台湾台南,美妆日用品连锁店,1019,New,50,NEW
陈茂春,未知,1,先生,72,中国-福建-宁德,,,兴华财富,河北邯郸,钢铁,1019,160,50,0%
陈小英,未知,1,先生,48,中国-浙江-杭州,,,申通快递,上海青浦,物流,1019,160,50,0%
陈育新,夫妇,2,先生,74,中国-四川,本科,四川农业,华西希望,四川成都,畜牧业、教育,1019,71,50,-9%
赵桂琴,夫妇,2,女士,未知,中国-四川,,,华西希望,四川成都,畜牧业、教育,1019,71,50,-9%
崔维星,未知,1,先生,54,中国-山东-潍坊,本科,厦大,德邦快递,上海青浦,快递,1019,160,50,0%
戴立忠,未知,1,先生,56,中国-北京,,,圣湘生物,湖南长沙,医药制造业,1019,New,50,NEW
戴震,未知,1,先生,46,中国-吉林-白城,,,能链,山东青岛,充电服务,1019,71,50,-9%
单建明,夫妇,2,先生,64,中国-浙江-湖州,硕士,,美欣达,浙江湖州,纺织、房地产、投资,1019,43,50,-15%
鲍凤娇,夫妇,2,女士,未知,,,,美欣达,浙江湖州,纺织、房地产、投资,1019,43,50,-15%
丁佐宏,未知,1,先生,62,中国-江苏-南通,硕士,中欧,月星,上海普陀,房地产、零售、制造,1019,-11,50,-17%
方展城,未知,1,先生,未知,,,,海天味业,广东佛山,调味品,1019,New,50,NEW
冯小华,未知,1,先生,68,中国-广东-梅州,本科,暨南,洋浦南华糖业,广西南宁,制糖业,1019,-11,50,-17%
付胜龙,家族,1,先生,62,中国-湖南-邵阳,,,大汉控股,湖南邵阳,钢材贸易、房地产,1019,-123,50,-29%
黄伟常,家族,1,先生,73,中国-香港,,,六福,香港,珠宝零售,1019,71,50,-9%
纪海鹏,家族,1,先生,57,中国-广东-汕头,,,龙光地产,广东深圳,房地产,1019,-11,50,-17%
江黎明,未知,1,先生,未知,中国-湖北-武汉,本科,武大,利泰,广东佛山,汽车经销,1019,-79,50,-23%
蒋锡培,父子,2,先生,61,中国-江苏-无锡,,,智慧能源,江苏无锡,电缆、医药、房地产,1019,-79,50,-23%
蒋承志,父子,2,先生,38,,,,智慧能源,江苏无锡,电缆、医药、房地产,1019,-79,50,-23%
柯建生,未知,1,先生,60,,,,索菲亚,广东广州,家具,1019,New,50,NEW
李俊田,未知,1,先生,49,,,,汇川技术,广东深圳,工业自动化产品,1019,-158,50,-32%
李完小,家族,1,先生,58,中国-湖南-长沙,,,航天环宇,湖南长沙,航空设备,1019,-264,50,-38%
李志刚,未知,1,先生,48,,博士,,帝尔激光,湖北武汉,设备制造,1019,-11,50,-17%
林伯实,家族,1,先生,79,中国-台湾-台北,,,台玻,台湾台北,建筑玻璃,1019,54,50,-12%
林鸿明,未知,1,未知,未知,,硕士,清华大学,信骅科技,台湾新竹,半导体,1019,New,50,NEW
林集永,未知,1,先生,54,中国-广东-惠阳,,,慕思,广东东莞,床垫,1019,-79,50,-23%
林晓辉,夫妇,2,先生,51,,,,伟禄,香港,投资、房地产,1019,160,50,0%
苏娇华,夫妇,2,先生,未知,,,,伟禄,香港,投资、房地产,1019,160,50,0%
刘国伟,未知,1,先生,52,,,,汇川技术,广东深圳,工业自动化产品,1019,-206,50,-33%
刘冀鲁,父女,2,先生,77,中国-安徽,,,顺丰,广东深圳,快递,1019,71,50,-9%
刘凌云,父女,2,女士,48,,,,顺丰,广东深圳,快递,1019,71,50,-9%
鲁卫东,未知,1,先生,59,,,,鄂尔多斯,内蒙古鄂尔多斯,羊绒、煤电、冶金、房地产,1019,138,50,-4%
马飞,夫妇,2,先生,56,中国-广东-河源,,,飞荣达,广东深圳,电子元件,1019,128,50,-6%
黄峥,夫妇,2,女士,53,中国-安徽-合肥,,,飞荣达,广东深圳,电子元件,1019,128,50,-6%
阙伟东,家族,1,先生,56,,,,确成股份,江苏无锡,化工,1019,New,50,NEW
沈国荣,未知,1,先生,未知,,,,国电南瑞,江苏南京,电网自动化,1019,New,50,NEW
孙洪军,未知,1,先生,51,中国-辽宁-铁岭,,,艾为电子,上海,芯片,1019,-158,50,-32%
孙雁军,家族,1,未知,未知,,,,飞南资源,广东佛山,金属回收,1019,New,50,NEW
陶春风,未知,1,先生,57,,,,长鸿高科,浙江宁波,高分子材料,1019,-20,50,-19%
陶意,未知,1,先生,未知,,,,波克,上海,游戏,1019,-313,50,-41%
田刚印,未知,1,未知,未知,,本科,北京理工大学,联合飞机,广东深圳,航天,1019,New,50,NEW
万永兴,未知,1,先生,53,,,,中瑞,河南郑州,煤炭供应链管理、房地产,1019,-28,50,-21%
王兵,夫妇,2,先生,42,中国-山东-东营,,,十月稻田,北京,食品,1019,New,50,NEW
赵文君,夫妇,2,女士,未知,,,,十月稻田,北京,食品,1019,New,50,NEW
王炳坤,未知,1,先生,52,中国-广东-东莞,,,慕思,广东东莞,床垫,1019,-79,50,-23%
王春生,夫妇,2,先生,49,,本科,江苏理工,安洁科技,江苏苏州,消费电子组件,1019,New,50,NEW
吕莉,夫妇,2,女士,48,,,,安洁科技,江苏苏州,消费电子组件,1019,New,50,NEW
王力展,未知,1,先生,未知,,,,海天味业,广东佛山,调味品,1019,New,50,NEW
王念强,未知,1,先生,60,中国-安徽-铜陵,,,比亚迪,广东深圳,汽车、充电电池,1019,New,50,NEW
王晓申,未知,1,先生,56,,,,赣锋锂业,江西新余,有色金属冶炼加工,1019,-206,50,-33%
王张兴,未知,1,先生,57,中国-浙江-绍兴,,,城市地产,上海浦东,房地产、投资,1019,160,50,0%
韦锦坤,父子,2,先生,71,,,,泛微网络,上海闵行,计算机技术,1019,-384,50,-47%
韦利东,父子,2,先生,48,,本科,浙大,泛微网络,上海闵行,计算机技术,1019,-384,50,-47%
文剑平,未知,1,先生,62,中国-湖南,博士,中南林业、中南林业科技、澳大利亚新南威尔士,碧水源,北京,污水处理,1019,54,50,-12%
吴亦圭,家族,1,先生,72,中国-台湾,,,台聚,台湾台北,化工,1019,-11,50,-17%
谢卓明,家族,1,未知,未知,,本科,台湾大同大学,旭隼,台湾台北,电气设备,1019,New,50,NEW
徐国忠,家族,1,先生,61,,,,江苏国茂,江苏常州,设备制造,1019,-384,50,-47%
徐明星,未知,1,先生,39,,本科,中国人民大学,欧科云链,北京,区块链,1019,160,50,0%
杨建良,家族,1,先生,55,,,,弘元绿能,江苏无锡,光伏设备,1019,-592,50,-63%
杨龙忠,未知,1,先生,58,中国-江西-上饶,本科,中南,比亚迪,广东深圳,汽车、充电电池,1019,71,50,-9%
姚雄杰,未知,1,先生,未知,中国-福建-龙岩,,,盛屯,广东深圳,锂电新能源材料,1019,-158,50,-32%
叶华能,未知,1,先生,73,中国-广东-梅州,,,宝丽华,广东广州,新能源,1019,160,50,0%
叶继跃,夫妇,2,先生,57,中国-浙江,本科,,三维股份,浙江台州,橡胶制品,1019,-89,50,-24%
张桂玉,夫妇,2,女士,56,,,,三维股份,浙江台州,橡胶制品,1019,-89,50,-24%
俞德超,未知,1,先生,60,中国-浙江-台州,,,信达生物,江苏苏州,生物医药,1019,New,50,NEW
袁金钰,家族,1,先生,68,,本科,,顺络电子,广东深圳,新型电子元件,1019,160,50,0%
袁帅,未知,1,先生,37,,,,莉莉丝,上海,游戏,1019,71,50,-9%
袁永彬,夫妇,2,先生,62,,,,伯特利,安徽芜湖,汽车零部件,1019,-89,50,-24%
潘禾佳,夫妇,2,女士,61,,,,伯特利,安徽芜湖,汽车零部件,1019,-89,50,-24%
张昊,未知,1,先生,37,,,,莉莉丝,上海,游戏,1019,71,50,-9%
张瑞安,未知,1,先生,49,,硕士,新加坡国立、新加坡国立,乐鑫科技,上海浦东,芯片,1019,New,50,NEW
张天瑜,未知,1,先生,57,,,,广和通,广东深圳,通信设备,1019,-206,50,-33%
张伟,未知,1,先生,67,,,,热威股份,浙江杭州,热电元件,1019,-28,50,-21%
赵贵钦,家族,1,未知,未知,,,,润本股份,广东广州,日化用品,1019,New,50,NEW
赵玉乔,家族,1,先生,未知,中国-河北-迁安,,,九江,河北迁安,钢铁、酒店,1019,-11,50,-17%
郑效东,父女,2,先生,60,,,,东富龙,上海闵行,医疗设备,1019,-264,50,-38%
郑可青,父女,2,先生,未知,,,,东富龙,上海闵行,医疗设备,1019,-264,50,-38%
钟怀军,家族,1,先生,60,中国-四川-阿坝,,,紫燕食品,上海闵行,食品,1019,-206,50,-33%
周儒欣,父子,2,先生,61,中国-北京,硕士,南开,北斗星通,北京,卫星导航设备,1019,49,50,-14%
周光宇,父子,2,先生,32,中国-北京,,,北斗星通,北京,卫星导航设备,1019,49,50,-14%
周文起,未知,1,先生,未知,,,,华北,天津,铜业、房地产,1019,160,50,0%
周晓峰,夫妇,2,先生,55,,,,宁波华翔,浙江宁波,汽车零配件,1019,71,50,-9%
张松梅,夫妇,2,先生,未知,,,,宁波华翔,浙江宁波,汽车零配件,1019,71,50,-9%
朱兴良,未知,1,先生,65,中国-江苏-苏州,,苏州科技大学,金螳螂,江苏苏州,建筑,1019,-79,50,-23%
